Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,Symbol,Date
2024-08-26 00:00:00-04:00,100.20139458956295,101.71432347257611,97.15564085569295,98.44959259033203,26752300,0.0,0.0,Micron,MU,2024-08-26 00:00:00-04:00
2024-08-27 00:00:00-04:00,96.63805993883773,98.03154471044597,96.22001678551959,97.40447998046875,17234600,0.0,0.0,Micron,MU,2024-08-27 00:00:00-04:00
2024-08-28 00:00:00-04:00,96.90680465367932,97.22531479872004,92.26849259802543,94.41844177246094,25564300,0.0,0.0,Micron,MU,2024-08-28 00:00:00-04:00
2024-08-29 00:00:00-04:00,96.11052691837969,97.52392282720602,94.54783530957256,95.12513732910156,18984300,0.0,0.0,Micron,MU,2024-08-29 00:00:00-04:00
2024-08-30 00:00:00-04:00,96.46885008119838,97.95191982176574,94.54783363862559,95.7920150756836,18819400,0.0,0.0,Micron,MU,2024-08-30 00:00:00-04:00
2024-09-03 00:00:00-04:00,93.19415942640514,93.4429957025992,87.8989237727506,88.16767120361328,28897200,0.0,0.0,Micron,MU,2024-09-03 00:00:00-04:00
2024-09-04 00:00:00-04:00,87.94870304395236,90.30767391688913,87.40126014288646,88.87437438964844,16356500,0.0,0.0,Micron,MU,2024-09-04 00:00:00-04:00
2024-09-05 00:00:00-04:00,87.68990372276049,90.27779952098771,87.35149002636891,88.9738998413086,13890700,0.0,0.0,Micron,MU,2024-09-05 00:00:00-04:00
2024-09-06 00:00:00-04:00,88.9540004236044,89.2326958557038,84.86313117443444,85.97791290283203,23587100,0.0,0.0,Micron,MU,2024-09-06 00:00:00-04:00
2024-09-09 00:00:00-04:00,87.44107063449869,87.55055920941793,84.61429403009879,85.86842346191406,20526400,0.0,0.0,Micron,MU,2024-09-09 00:00:00-04:00
2024-09-10 00:00:00-04:00,86.56516863872677,86.78414578606017,84.47494534906575,86.44572448730469,17019000,0.0,0.0,Micron,MU,2024-09-10 00:00:00-04:00
2024-09-11 00:00:00-04:00,87.78943491804954,90.4071973951765,85.67930816287368,90.22803497314453,20879600,0.0,0.0,Micron,MU,2024-09-11 00:00:00-04:00
2024-09-12 00:00:00-04:00,86.6945580606195,87.62022932199628,83.72843386834074,86.80404663085938,30900000,0.0,0.0,Micron,MU,2024-09-12 00:00:00-04:00
2024-09-13 00:00:00-04:00,87.67994467043205,91.0442159092914,87.46097513114636,90.79537963867188,21267200,0.0,0.0,Micron,MU,2024-09-13 00:00:00-04:00
2024-09-16 00:00:00-04:00,86.83390345597465,87.82924854517985,85.52004824197901,86.77418518066406,26494300,0.0,0.0,Micron,MU,2024-09-16 00:00:00-04:00
2024-09-17 00:00:00-04:00,87.6500990048739,89.1530724367106,87.13252282374073,88.31698608398438,17744800,0.0,0.0,Micron,MU,2024-09-17 00:00:00-04:00
2024-09-18 00:00:00-04:00,87.58041781184146,88.78478453468344,86.30637723210386,86.94339752197266,20130600,0.0,0.0,Micron,MU,2024-09-18 00:00:00-04:00
2024-09-19 00:00:00-04:00,88.93408957798965,89.96924946788589,87.1723319652819,88.83455657958984,25208900,0.0,0.0,Micron,MU,2024-09-19 00:00:00-04:00
2024-09-20 00:00:00-04:00,87.98851243976326,90.54654916165211,87.91883858328694,90.47687530517578,28711000,0.0,0.0,Micron,MU,2024-09-20 00:00:00-04:00
2024-09-23 00:00:00-04:00,92.24859617308672,94.35873079340739,92.14906316891381,93.13445281982422,23394100,0.0,0.0,Micron,MU,2024-09-23 00:00:00-04:00
2024-09-24 00:00:00-04:00,94.28905191441609,94.55779177077272,92.32822070162226,93.56244659423828,23043200,0.0,0.0,Micron,MU,2024-09-24 00:00:00-04:00
2024-09-25 00:00:00-04:00,93.72170475553534,95.73229865555263,93.49277202536398,95.32420349121094,54762900,0.0,0.0,Micron,MU,2024-09-25 00:00:00-04:00
2024-09-26 00:00:00-04:00,112.57353525073341,114.265626566639,107.02946305399202,109.36852264404297,107965900,0.0,0.0,Micron,MU,2024-09-26 00:00:00-04:00
2024-09-27 00:00:00-04:00,109.98563871161882,110.45345214559416,106.53178983750905,106.99960327148438,42960200,0.0,0.0,Micron,MU,2024-09-27 00:00:00-04:00
2024-09-30 00:00:00-04:00,105.58621998878873,106.25309944615347,101.78400165194157,103.22724914550781,39544700,0.0,0.0,Micron,MU,2024-09-30 00:00:00-04:00
2024-10-01 00:00:00-04:00,102.918691489868,103.71496306484381,98.47945296911176,99.84307098388672,34309800,0.0,0.0,Micron,MU,2024-10-01 00:00:00-04:00
2024-10-02 00:00:00-04:00,100.12176907400975,101.64465359443649,98.86763960149054,99.38521575927734,26334900,0.0,0.0,Micron,MU,2024-10-02 00:00:00-04:00
2024-10-03 00:00:00-04:00,99.00697932812969,102.05273293534651,98.93730547416985,101.34603881835938,22176700,0.0,0.0,Micron,MU,2024-10-03 00:00:00-04:00
2024-10-04 00:00:00-04:00,103.16752493225009,103.75477491780913,100.92799837479407,101.77404022216797,21911200,0.0,0.0,Micron,MU,2024-10-04 00:00:00-04:00
2024-10-07 00:00:00-04:00,101.7989609924684,104.22036585490369,100.45372593231781,102.54631042480469,21749300,0.115,0.0,Micron,MU,2024-10-07 00:00:00-04:00
2024-10-08 00:00:00-04:00,101.81888397949218,102.57620017739688,100.90213719396255,102.1776123046875,18858300,0.0,0.0,Micron,MU,2024-10-08 00:00:00-04:00
2024-10-09 00:00:00-04:00,101.88863544261217,101.9284949897959,99.96545600497711,101.340576171875,18442700,0.0,0.0,Micron,MU,2024-10-09 00:00:00-04:00
2024-10-10 00:00:00-04:00,101.0117501951876,106.20333657951028,100.49358367405642,105.31648254394531,27605600,0.0,0.0,Micron,MU,2024-10-10 00:00:00-04:00
2024-10-11 00:00:00-04:00,104.66877640871975,107.26955295032701,104.61895007400369,106.54212951660156,19133900,0.0,0.0,Micron,MU,2024-10-11 00:00:00-04:00
2024-10-14 00:00:00-04:00,107.42898944699375,108.3258103042002,106.42256433175868,107.95711517333984,15021900,0.0,0.0,Micron,MU,2024-10-14 00:00:00-04:00
2024-10-15 00:00:00-04:00,107.47880684344005,109.10304343683976,102.3470062119626,103.9513168334961,23419100,0.0,0.0,Micron,MU,2024-10-15 00:00:00-04:00
2024-10-16 00:00:00-04:00,105.64531375496391,109.24255634326711,105.23676668001657,108.85393524169922,20450900,0.0,0.0,Micron,MU,2024-10-16 00:00:00-04:00
2024-10-17 00:00:00-04:00,110.94650947999578,113.73661703652124,110.61768151136783,111.65400695800781,26584800,0.0,0.0,Micron,MU,2024-10-17 00:00:00-04:00
