Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,Symbol,Date
2024-08-26 00:00:00-04:00,897.2695808933449,898.3619834676406,876.325975460455,877.1799926757812,1251500,0.0,0.0,ASML,ASML,2024-08-26 00:00:00-04:00
2024-08-27 00:00:00-04:00,873.8929672120196,889.5436055044883,868.4112555674374,883.7044067382812,661600,0.0,0.0,ASML,ASML,2024-08-27 00:00:00-04:00
2024-08-28 00:00:00-04:00,884.5187246999449,891.2318212924033,874.3100368376655,881.966552734375,727300,0.0,0.0,ASML,ASML,2024-08-28 00:00:00-04:00
2024-08-29 00:00:00-04:00,899.7721300931428,908.1833815772002,876.8622238095533,881.5494995117188,1173800,0.0,0.0,ASML,ASML,2024-08-29 00:00:00-04:00
2024-08-30 00:00:00-04:00,893.8038536975763,900.6361129733027,882.7709690173598,897.5973510742188,991200,0.0,0.0,ASML,ASML,2024-08-30 00:00:00-04:00
2024-09-03 00:00:00-04:00,886.4055275221501,886.5346301995888,835.8091578369646,839.523193359375,1870800,0.0,0.0,ASML,ASML,2024-09-03 00:00:00-04:00
2024-09-04 00:00:00-04:00,799.41349973013,817.010498233112,793.6835227028159,805.8485107421875,2350900,0.0,0.0,ASML,ASML,2024-09-04 00:00:00-04:00
2024-09-05 00:00:00-04:00,790.1680764038928,802.4422859825705,785.0140915189821,790.0786743164062,1672000,0.0,0.0,ASML,ASML,2024-09-05 00:00:00-04:00
2024-09-06 00:00:00-04:00,787.2981457800365,787.4371887603521,745.659137209777,747.5657958984375,3286800,0.0,0.0,ASML,ASML,2024-09-06 00:00:00-04:00
2024-09-09 00:00:00-04:00,758.7774419571062,758.976066116117,733.0273986731156,744.6163940429688,2539900,0.0,0.0,ASML,ASML,2024-09-09 00:00:00-04:00
2024-09-10 00:00:00-04:00,744.7056974306852,746.7812197770866,729.1544024219759,746.16552734375,1524000,0.0,0.0,ASML,ASML,2024-09-10 00:00:00-04:00
2024-09-11 00:00:00-04:00,764.6861905510515,796.0370483685422,753.4645615721012,794.5872192382812,2559100,0.0,0.0,ASML,ASML,2024-09-11 00:00:00-04:00
2024-09-12 00:00:00-04:00,795.8285694192695,803.0778971321996,788.2117536506593,794.6170043945312,1318700,0.0,0.0,ASML,ASML,2024-09-12 00:00:00-04:00
2024-09-13 00:00:00-04:00,798.5396536215512,812.9390281524943,798.2913885434315,810.6947021484375,1069200,0.0,0.0,ASML,ASML,2024-09-13 00:00:00-04:00
2024-09-16 00:00:00-04:00,803.3460625238063,803.6141475823891,786.6427814116162,797.4671020507812,1150100,0.0,0.0,ASML,ASML,2024-09-16 00:00:00-04:00
2024-09-17 00:00:00-04:00,803.0878148180637,806.1365169774142,791.012168558548,800.0986938476562,734600,0.0,0.0,ASML,ASML,2024-09-17 00:00:00-04:00
2024-09-18 00:00:00-04:00,794.5376077784769,805.2824664221857,780.912789532932,782.3726196289062,1249000,0.0,0.0,ASML,ASML,2024-09-18 00:00:00-04:00
2024-09-19 00:00:00-04:00,826.8914309872113,833.8230324931802,816.5139396340275,822.4127197265625,1644300,0.0,0.0,ASML,ASML,2024-09-19 00:00:00-04:00
2024-09-20 00:00:00-04:00,803.941793077993,804.5674258373482,784.1798713452195,789.7609252929688,2748600,0.0,0.0,ASML,ASML,2024-09-20 00:00:00-04:00
2024-09-23 00:00:00-04:00,802.0053521298016,802.0053521298016,792.471998233879,797.9238891601562,965600,0.0,0.0,ASML,ASML,2024-09-23 00:00:00-04:00
2024-09-24 00:00:00-04:00,803.9318831145114,810.8336637154844,795.4412304177624,808.3510131835938,881200,0.0,0.0,ASML,ASML,2024-09-24 00:00:00-04:00
2024-09-25 00:00:00-04:00,810.6846969625274,821.4693771576814,808.3510296596189,812.5020141601562,878200,0.0,0.0,ASML,ASML,2024-09-25 00:00:00-04:00
2024-09-26 00:00:00-04:00,854.3594904044753,856.0178839508628,833.8726538317594,846.5242309570312,1566400,0.0,0.0,ASML,ASML,2024-09-26 00:00:00-04:00
2024-09-27 00:00:00-04:00,846.5342112663282,848.2224257917716,832.3831028871832,835.6998901367188,1038400,0.0,0.0,ASML,ASML,2024-09-27 00:00:00-04:00
2024-09-30 00:00:00-04:00,830.7444937467271,836.3155468921653,814.0114537108116,827.4674072265625,994700,0.0,0.0,ASML,ASML,2024-09-30 00:00:00-04:00
2024-10-01 00:00:00-04:00,833.8527550634903,835.4317474005978,806.2655750989026,816.6430053710938,1244100,0.0,0.0,ASML,ASML,2024-10-01 00:00:00-04:00
2024-10-02 00:00:00-04:00,815.1038243595864,833.4456783189133,810.8336774944862,826.414794921875,898400,0.0,0.0,ASML,ASML,2024-10-02 00:00:00-04:00
2024-10-03 00:00:00-04:00,820.1782876897217,831.6978218791481,818.0730050055748,826.6331787109375,651900,0.0,0.0,ASML,ASML,2024-10-03 00:00:00-04:00
2024-10-04 00:00:00-04:00,830.247998845986,833.5152058164407,820.2280549992632,827.2191772460938,862500,0.0,0.0,ASML,ASML,2024-10-04 00:00:00-04:00
2024-10-07 00:00:00-04:00,806.0868389220295,817.2885876617945,805.3818049342963,811.5784912109375,898200,0.0,0.0,ASML,ASML,2024-10-07 00:00:00-04:00
2024-10-08 00:00:00-04:00,816.7919993045372,825.064207587886,814.3788703368208,818.539794921875,1265900,0.0,0.0,ASML,ASML,2024-10-08 00:00:00-04:00
2024-10-09 00:00:00-04:00,824.0711781010214,840.2481072404495,820.6351679247908,840.0296630859375,1004900,0.0,0.0,ASML,ASML,2024-10-09 00:00:00-04:00
2024-10-10 00:00:00-04:00,819.2746522846852,829.830886895777,815.798941638629,828.182373046875,876300,0.0,0.0,ASML,ASML,2024-10-10 00:00:00-04:00
2024-10-11 00:00:00-04:00,824.1605565322708,839.1359222701834,822.6610258372239,834.8558349609375,964700,0.0,0.0,ASML,ASML,2024-10-11 00:00:00-04:00
2024-10-14 00:00:00-04:00,846.6037350677627,867.1898544440271,846.2561276168651,866.2166748046875,1769200,0.0,0.0,ASML,ASML,2024-10-14 00:00:00-04:00
2024-10-15 00:00:00-04:00,861.2017186846653,867.5871497104341,712.5207606269216,725.3610229492188,9350700,0.0,0.0,ASML,ASML,2024-10-15 00:00:00-04:00
2024-10-16 00:00:00-04:00,706.0359417307943,712.5007729683276,672.5698633556617,678.7764892578125,10296200,0.0,0.0,ASML,ASML,2024-10-16 00:00:00-04:00
2024-10-17 00:00:00-04:00,687.8331950569972,698.9951814161649,672.4208821733052,695.7379150390625,7209100,0.0,0.0,ASML,ASML,2024-10-17 00:00:00-04:00
